neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
Manhattan,Lower East Side,40.7203,-73.99172,Entire home/apt,2,18,0.87,1,0,150
Manhattan,Gramercy,40.73337,-73.98524,Entire home/apt,30,5,0.11,39,331,200
Brooklyn,Williamsburg,40.70327,-73.93425,Entire home/apt,2,18,0.67,1,358,160
Brooklyn,Williamsburg,40.70552,-73.93344,Private room,3,0,,1,0,80
Brooklyn,Crown Heights,40.67064,-73.9178,Private room,1,41,1.57,10,218,39
Brooklyn,Park Slope,40.67428,-73.97559,Entire home/apt,3,4,2.73,1,130,150
Manhattan,Financial District,40.70551,-74.00839,Entire home/apt,29,0,,96,1,225
Brooklyn,Williamsburg,40.70574,-73.92809,Private room,2,7,0.77,1,255,65
Manhattan,Financial District,40.70424,-74.01564,Shared room,1,0,,1,83,299
Manhattan,Upper West Side,40.79053,-73.96956,Entire home/apt,5,8,0.12,1,9,199
Manhattan,East Village,40.72695,-73.98617,Entire home/apt,3,78,1.33,1,336,200
Manhattan,Hell's Kitchen,40.76201,-73.99876,Private room,3,4,0.31,1,0,150
Manhattan,Harlem,40.82578,-73.95397,Entire home/apt,70,0,,1,239,100
Queens,Fresh Meadows,40.73704,-73.79151,Entire home/apt,1,13,2.87,5,114,255
Manhattan,Upper East Side,40.76051,-73.96083,Entire home/apt,3,62,1.1,1,50,145
Manhattan,Harlem,40.80279,-73.94736,Private room,5,1,0.46,1,89,78
Brooklyn,Williamsburg,40.70955,-73.9491,Entire home/apt,3,24,1.05,1,14,217
Brooklyn,Greenpoint,40.72552,-73.94489,Entire home/apt,2,3,0.08,1,0,114
Brooklyn,Bedford-Stuyvesant,40.69506,-73.95019,Entire home/apt,3,41,1.0,1,0,145
Brooklyn,Bedford-Stuyvesant,40.69181,-73.95989,Private room,1,0,,1,0,42
Queens,Sunnyside,40.74317,-73.92532,Entire home/apt,3,40,1.76,1,42,140
Manhattan,Lower East Side,40.72203,-73.98986,Private room,1,2,0.08,3,0,118
Manhattan,Upper West Side,40.79452,-73.97065,Private room,1,12,0.27,1,0,75
Manhattan,Chelsea,40.74674,-74.00316,Entire home/apt,1,4,2.35,1,365,333
Brooklyn,Fort Greene,40.68792,-73.97671,Private room,4,2,0.24,3,114,230
Manhattan,Upper West Side,40.7747,-73.98708,Entire home/apt,30,9,0.18,11,364,2000
Queens,Jackson Heights,40.75135,-73.88378,Private room,4,14,3.72,4,50,85
Queens,Sunnyside,40.73898,-73.9212,Private room,2,6,2.81,1,180,60
Queens,Long Island City,40.75027,-73.94236,Entire home/apt,1,7,0.28,1,0,104
Brooklyn,Brooklyn Heights,40.7001,-73.99183,Entire home/apt,5,16,0.23,1,12,275
Manhattan,Hell's Kitchen,40.76277,-73.99424,Private room,1,220,6.0,6,180,70
Manhattan,Upper East Side,40.76521,-73.96337,Private room,3,14,3.09,1,44,99
Manhattan,Harlem,40.81708,-73.95059,Private room,5,3,1.84,8,345,215
Manhattan,Financial District,40.70373,-74.00827,Private room,4,2,0.06,1,0,86
Manhattan,East Harlem,40.80797,-73.93686,Private room,1,1,0.01,1,0,179
Brooklyn,Williamsburg,40.71685,-73.94246,Private room,2,38,0.61,2,0,100
Manhattan,Midtown,40.75241,-73.98558,Entire home/apt,180,3,0.42,1,299,120
Brooklyn,Williamsburg,40.71275,-73.94299,Entire home/apt,3,2,0.05,3,0,175
Manhattan,Hell's Kitchen,40.76332,-73.9915,Entire home/apt,2,11,3.3,1,252,379
Manhattan,Upper East Side,40.77426,-73.94893,Entire home/apt,5,0,,1,0,80
Brooklyn,Bedford-Stuyvesant,40.69467,-73.94833,Private room,3,0,,1,0,45
Brooklyn,Williamsburg,40.71165,-73.94898,Private room,56,0,,1,0,79
Manhattan,Murray Hill,40.74827,-73.97851,Private room,3,0,,1,0,120
Brooklyn,Bedford-Stuyvesant,40.69414,-73.93705,Private room,1,92,4.9,4,80,42
Brooklyn,Greenpoint,40.72531,-73.94222,Entire home/apt,30,9,0.14,52,341,149
Manhattan,Theater District,40.75491,-73.98507,Private room,1,3,3.0,9,318,100
Manhattan,East Village,40.72808,-73.98763,Entire home/apt,30,22,0.65,1,112,200
Manhattan,Chelsea,40.74621,-73.99119,Entire home/apt,2,1,0.02,1,0,250
Brooklyn,Bushwick,40.70267,-73.92751,Private room,2,16,2.57,1,2,55
Brooklyn,Williamsburg,40.70299,-73.93585,Private room,5,2,0.04,2,0,59
Brooklyn,Bedford-Stuyvesant,40.68768,-73.92069,Private room,1,1,0.02,1,0,75
Manhattan,Harlem,40.82914,-73.94254,Private room,2,11,0.28,1,0,37
Manhattan,East Harlem,40.80324,-73.9352,Entire home/apt,2,8,0.34,1,11,120
Manhattan,Harlem,40.82896,-73.94223,Private room,1,2,0.08,1,0,50
Brooklyn,Williamsburg,40.70621,-73.95026,Private room,1,36,2.79,1,0,60
Manhattan,Midtown,40.75494,-73.96437,Private room,3,2,0.33,1,365,300
Brooklyn,Prospect Heights,40.68063,-73.97334,Entire home/apt,2,9,1.01,1,0,180
Queens,Briarwood,40.71151,-73.81561,Private room,1,59,0.69,2,0,75
Manhattan,Midtown,40.7566,-73.96956,Entire home/apt,30,7,0.22,91,127,133
Brooklyn,Crown Heights,40.67053,-73.94923,Private room,5,0,,2,0,40
Manhattan,Upper West Side,40.79749,-73.96307,Private room,7,1,0.03,1,0,56
Brooklyn,Bedford-Stuyvesant,40.68594,-73.95658,Private room,1,0,,2,146,95
Manhattan,East Village,40.73035,-73.9845,Entire home/apt,5,0,,1,268,295
Manhattan,Chelsea,40.74379,-73.99918,Entire home/apt,2,8,0.41,1,253,250
Queens,Long Island City,40.74581,-73.95295,Private room,30,65,0.74,3,219,75
Brooklyn,Prospect Heights,40.67908,-73.96858,Entire home/apt,3,29,3.33,1,50,200
Manhattan,East Village,40.72767,-73.98825,Entire home/apt,1,0,,1,0,850
Brooklyn,East Flatbush,40.65429,-73.94917,Private room,1,1,0.02,1,0,35
Manhattan,Upper West Side,40.77786,-73.98066,Entire home/apt,1,41,1.39,1,8,243
Manhattan,Morningside Heights,40.80741,-73.96658,Entire home/apt,13,1,0.13,1,0,150
Brooklyn,Williamsburg,40.71981,-73.95558,Entire home/apt,3,0,,1,0,150
Manhattan,Financial District,40.70712,-74.01201,Entire home/apt,2,2,1.28,327,291,185
Brooklyn,Williamsburg,40.71479,-73.94916,Entire home/apt,14,0,,1,0,120
Brooklyn,Bedford-Stuyvesant,40.67937,-73.91108,Shared room,1,17,2.13,17,87,32
Manhattan,Chelsea,40.74482,-73.99882,Entire home/apt,1,72,4.67,3,223,180
Bronx,Morris Park,40.85145,-73.86129,Private room,1,53,2.65,3,137,29
Brooklyn,Williamsburg,40.71239,-73.95419,Private room,5,4,0.56,1,12,50
Brooklyn,Bushwick,40.70205,-73.92798,Entire home/apt,2,0,,2,161,225
Manhattan,Harlem,40.83018,-73.9483,Private room,1,116,3.06,4,352,50
Manhattan,Upper East Side,40.76063,-73.95938,Entire home/apt,3,1,1.0,1,0,140
Brooklyn,Crown Heights,40.67737,-73.94034,Entire home/apt,3,32,3.49,1,168,115
Manhattan,Marble Hill,40.87492,-73.91164,Private room,5,18,0.69,1,349,44
Brooklyn,Clinton Hill,40.68753,-73.96002,Entire home/apt,3,0,,1,0,275
Brooklyn,Williamsburg,40.71769,-73.9544,Private room,3,3,0.07,1,0,115
Queens,Far Rockaway,40.60412,-73.75163,Private room,2,0,,5,365,875
Manhattan,Midtown,40.7589,-73.96991,Entire home/apt,30,82,0.78,1,0,250
Manhattan,Financial District,40.70485,-74.00934,Entire home/apt,30,0,,232,180,184
Brooklyn,East Flatbush,40.65547,-73.92567,Private room,30,7,0.44,2,317,40
Manhattan,Upper West Side,40.78585,-73.97069,Entire home/apt,30,1,0.12,1,236,132
Manhattan,East Village,40.72706,-73.98451,Private room,1,9,0.37,1,0,120
Manhattan,Upper West Side,40.79432,-73.97269,Entire home/apt,26,1,0.02,1,0,150
Manhattan,East Village,40.72612,-73.99043,Private room,3,98,2.15,1,0,100
Brooklyn,Bedford-Stuyvesant,40.69455,-73.9343,Private room,3,27,2.26,7,225,63
Manhattan,Lower East Side,40.72144,-73.98655,Private room,1,10,0.27,2,187,69
Queens,Kew Gardens Hills,40.71843,-73.81266,Private room,4,6,0.95,2,111,49
Manhattan,Midtown,40.75045,-73.98456,Entire home/apt,6,1,0.03,1,0,200
Manhattan,Chelsea,40.74045,-73.99824,Entire home/apt,3,9,0.23,1,0,249
Manhattan,Harlem,40.8229,-73.93925,Private room,1,14,0.76,2,180,65
Brooklyn,East Flatbush,40.64979,-73.93299,Private room,1,13,5.49,3,49,28
Manhattan,Hell's Kitchen,40.76561,-73.98387,Private room,1,62,6.55,5,351,99
Brooklyn,Gowanus,40.67873,-73.98976,Entire home/apt,1,3,0.11,1,0,95
Manhattan,Upper East Side,40.78755,-73.95493,Private room,1,9,0.23,1,198,89
Manhattan,Greenwich Village,40.73104,-73.99957,Entire home/apt,12,16,0.22,1,35,150
Manhattan,Lower East Side,40.7212,-73.98893,Entire home/apt,1,1,0.02,1,0,110
Manhattan,Upper East Side,40.77126,-73.95483,Shared room,2,3,0.07,1,0,169
Manhattan,Washington Heights,40.8471,-73.93501,Entire home/apt,1,17,0.55,1,253,75
Manhattan,SoHo,40.71973,-74.00232,Entire home/apt,3,4,0.7,1,87,288
Brooklyn,Bedford-Stuyvesant,40.68911,-73.94727,Private room,1,32,3.06,1,36,90
Manhattan,Hell's Kitchen,40.76148,-73.99489,Private room,1,0,,1,0,350
Brooklyn,Bedford-Stuyvesant,40.69079,-73.93716,Private room,1,38,1.58,2,218,42
Bronx,Williamsbridge,40.87877,-73.85044,Private room,2,0,,3,35,55
Brooklyn,Williamsburg,40.71797,-73.96628,Private room,10,5,0.21,2,0,140
Brooklyn,Bushwick,40.70133,-73.91726,Private room,2,3,0.28,3,28,65
Manhattan,Harlem,40.81717,-73.93918,Entire home/apt,2,2,0.15,1,0,70
Bronx,Norwood,40.88007,-73.87326,Private room,5,4,0.26,2,324,50
Brooklyn,Bedford-Stuyvesant,40.67964,-73.94987,Entire home/apt,2,36,1.54,2,124,200
Manhattan,Hell's Kitchen,40.76213,-74.00126,Entire home/apt,2,2,0.18,1,0,144
Brooklyn,Bedford-Stuyvesant,40.69168,-73.95795,Private room,4,4,0.11,1,0,55
Bronx,Williamsbridge,40.87675,-73.86372,Entire home/apt,2,32,3.09,3,344,280
Brooklyn,Williamsburg,40.70697,-73.94291,Entire home/apt,1,1,0.02,1,0,150
Brooklyn,Bedford-Stuyvesant,40.68675,-73.93749,Entire home/apt,2,3,0.06,1,0,100
Brooklyn,Fort Greene,40.69117,-73.97421,Entire home/apt,5,28,0.53,1,106,215
Manhattan,Murray Hill,40.74884,-73.97589,Entire home/apt,2,7,1.19,327,117,252
Brooklyn,Flatbush,40.64543,-73.96456,Private room,7,1,0.03,1,0,70
Manhattan,Harlem,40.81617,-73.95371,Private room,2,170,3.2,3,84,50
Manhattan,Washington Heights,40.85519,-73.92705,Private room,3,3,0.09,1,171,40
Queens,Rego Park,40.72826,-73.87015,Shared room,1,11,0.55,4,0,21
Manhattan,Midtown,40.75392,-73.96862,Entire home/apt,2,0,,1,136,459
Manhattan,Upper West Side,40.79727,-73.96865,Private room,3,1,1.0,1,67,85
Brooklyn,Bushwick,40.69526,-73.92674,Private room,4,0,,2,0,55
Manhattan,Lower East Side,40.71582,-73.98812,Entire home/apt,2,60,1.36,2,118,300
Queens,Astoria,40.76778,-73.92201,Entire home/apt,1,3,0.06,1,0,120
Manhattan,East Village,40.72681,-73.97994,Entire home/apt,2,12,0.26,1,0,250
Brooklyn,Greenpoint,40.73347,-73.95164,Private room,3,2,0.2,1,0,80
Manhattan,Washington Heights,40.83927,-73.94281,Private room,2,68,0.6,1,312,65
Brooklyn,Clinton Hill,40.68552,-73.9609,Entire home/apt,6,4,0.11,1,7,259
Brooklyn,Williamsburg,40.71886,-73.96234,Private room,2,2,0.05,2,0,65
Manhattan,Civic Center,40.71247,-73.99873,Entire home/apt,3,3,0.07,2,189,225
Brooklyn,East Flatbush,40.66375,-73.92974,Entire home/apt,6,46,1.25,1,69,71
Manhattan,Chelsea,40.73951,-73.99979,Entire home/apt,1,4,0.24,1,0,115
Manhattan,Lower East Side,40.71891,-73.99095,Entire home/apt,4,37,1.05,1,0,125
Manhattan,Chinatown,40.71591,-73.99721,Entire home/apt,30,39,3.77,1,32,125
Brooklyn,Park Slope,40.6783,-73.97559,Private room,1,13,1.22,1,1,69
Manhattan,Upper West Side,40.79385,-73.96351,Entire home/apt,7,1,0.28,1,0,120
Queens,Bellerose,40.72415,-73.728,Private room,3,10,1.06,1,89,65
Manhattan,Upper East Side,40.78563,-73.95396,Entire home/apt,4,2,2.0,1,297,250
Brooklyn,Williamsburg,40.71245,-73.94064,Entire home/apt,3,0,,1,12,150
Brooklyn,Fort Greene,40.68867,-73.97192,Private room,7,3,0.25,1,49,74
Brooklyn,Flatlands,40.62531,-73.93414,Shared room,1,20,1.28,2,160,22
Brooklyn,Williamsburg,40.71733,-73.96145,Entire home/apt,1,12,2.79,1,334,450
Bronx,Williamsbridge,40.88249,-73.86274,Private room,1,85,3.43,1,328,50
Brooklyn,Midwood,40.61814,-73.97078,Entire home/apt,4,5,0.2,1,179,49
Manhattan,Upper West Side,40.79939,-73.96229,Entire home/apt,5,5,2.68,1,159,479
Manhattan,Hell's Kitchen,40.76135,-73.98698,Private room,3,3,1.67,3,45,140
Brooklyn,Bay Ridge,40.63014,-74.027,Entire home/apt,7,10,0.21,1,0,60
Brooklyn,Williamsburg,40.71423,-73.96234,Private room,1,19,3.28,1,0,65
Queens,Long Island City,40.74454,-73.94016,Private room,1,35,1.23,2,364,109
Brooklyn,Williamsburg,40.71462,-73.95883,Private room,1,0,,1,0,72
Manhattan,Harlem,40.80623,-73.95343,Entire home/apt,3,3,0.98,1,0,200
Brooklyn,Bedford-Stuyvesant,40.6898,-73.92989,Private room,20,23,0.49,2,206,40
Manhattan,Lower East Side,40.71981,-73.99154,Entire home/apt,2,1,0.03,1,0,225
Manhattan,Chelsea,40.75086,-73.99776,Entire home/apt,5,9,0.1,1,0,130
Manhattan,Tribeca,40.71994,-74.00332,Entire home/apt,14,21,1.08,3,181,350
Brooklyn,Bushwick,40.69288,-73.90831,Private room,2,54,1.26,1,0,69
Manhattan,Hell's Kitchen,40.76108,-73.99358,Private room,1,15,1.74,1,27,100
Brooklyn,Williamsburg,40.71256,-73.96626,Private room,6,6,0.07,2,310,73
Manhattan,Chelsea,40.74786,-73.99527,Entire home/apt,1,0,,1,0,125
Manhattan,East Harlem,40.79598,-73.94838,Entire home/apt,2,56,3.11,1,66,135
Manhattan,Hell's Kitchen,40.76774,-73.9892,Entire home/apt,4,24,0.27,1,362,350
Brooklyn,Bedford-Stuyvesant,40.68174,-73.91921,Entire home/apt,2,40,0.68,1,0,300
Brooklyn,Bedford-Stuyvesant,40.68028,-73.91829,Private room,2,0,,2,17,105
Manhattan,Harlem,40.81051,-73.94723,Entire home/apt,4,94,2.2,1,27,130
Manhattan,Marble Hill,40.87621,-73.90997,Private room,3,3,0.24,1,238,274
Manhattan,Financial District,40.70719,-74.00664,Entire home/apt,3,2,0.98,1,14,215
Brooklyn,Williamsburg,40.71119,-73.96515,Entire home/apt,1,0,,1,0,120
Manhattan,Midtown,40.76394,-73.98154,Entire home/apt,30,0,,96,271,215
Brooklyn,Bushwick,40.7007,-73.93401,Private room,2,8,3.75,1,131,69
Brooklyn,Crown Heights,40.67411,-73.93023,Entire home/apt,3,26,2.07,1,251,190
Manhattan,NoHo,40.72617,-73.99218,Entire home/apt,2,2,0.1,2,0,250
Brooklyn,Bedford-Stuyvesant,40.69545,-73.94839,Private room,3,13,0.54,1,0,44
Manhattan,Morningside Heights,40.81454,-73.96102,Private room,2,4,0.24,1,0,60
Manhattan,Upper East Side,40.77041,-73.96109,Entire home/apt,2,11,1.07,1,8,300
Brooklyn,Greenpoint,40.72345,-73.94642,Entire home/apt,4,0,,1,0,96
Brooklyn,Midwood,40.61231,-73.95448,Private room,2,0,,1,7,44
Queens,Jamaica,40.69961,-73.81264,Entire home/apt,1,79,3.01,2,63,49
Queens,Astoria,40.76964,-73.92303,Private room,10,0,,1,188,55
Brooklyn,Park Slope,40.67996,-73.98027,Entire home/apt,3,2,0.05,1,0,68
Queens,Bayside,40.75047,-73.75349,Private room,7,40,1.51,5,148,65
Queens,Woodside,40.74371,-73.90877,Private room,1,2,0.15,1,0,70
Manhattan,Harlem,40.80533,-73.95204,Private room,4,109,1.25,3,0,65
Manhattan,Upper East Side,40.77221,-73.94819,Entire home/apt,2,19,0.6,3,179,300
Queens,Ditmars Steinway,40.77224,-73.89295,Private room,1,5,0.61,4,346,220
Manhattan,Chelsea,40.75,-73.99721,Entire home/apt,110,13,0.21,19,327,92
Manhattan,Harlem,40.80995,-73.94485,Entire home/apt,3,24,0.96,1,0,102
Manhattan,East Harlem,40.7866,-73.94225,Entire home/apt,2,2,0.87,1,102,150
Manhattan,Chelsea,40.74707,-74.00332,Entire home/apt,7,26,1.25,1,214,500
Manhattan,Midtown,40.76424,-73.98143,Private room,3,0,,1,3,350
Queens,Corona,40.74332,-73.85469,Private room,1,45,1.27,1,57,52
Brooklyn,Crown Heights,40.66891,-73.93495,Entire home/apt,3,2,0.24,1,362,200
Brooklyn,Greenpoint,40.7245,-73.95022,Entire home/apt,14,1,0.04,1,0,100
Brooklyn,Bushwick,40.7032,-73.92703,Private room,2,8,0.43,1,0,45
Brooklyn,Williamsburg,40.70442,-73.95413,Private room,4,6,0.13,1,0,75
Brooklyn,Bushwick,40.69112,-73.904,Private room,5,2,0.12,1,0,45
Manhattan,NoHo,40.72644,-73.9923,Entire home/apt,2,25,0.36,1,273,175
Manhattan,East Harlem,40.78593,-73.94292,Entire home/apt,2,3,0.89,1,74,139
Brooklyn,Bushwick,40.70406,-73.91811,Private room,30,3,0.06,43,224,48
Manhattan,Hell's Kitchen,40.75842,-73.99276,Private room,2,0,,1,0,60
Brooklyn,DUMBO,40.70238,-73.99181,Entire home/apt,30,0,,2,0,250
Brooklyn,Williamsburg,40.71699,-73.95817,Entire home/apt,5,0,,1,0,500
Brooklyn,Brooklyn Heights,40.6987,-73.99275,Entire home/apt,1,12,1.16,1,6,155
Brooklyn,Greenpoint,40.72484,-73.9472,Entire home/apt,6,1,0.02,1,0,100
Manhattan,Hell's Kitchen,40.76243,-73.98621,Private room,2,0,,1,0,120
Brooklyn,Flatbush,40.64124,-73.9688,Entire home/apt,1,45,2.31,1,18,110
Manhattan,East Harlem,40.80012,-73.94087,Private room,2,235,3.37,1,23,87
Manhattan,Midtown,40.74268,-73.98401,Entire home/apt,4,15,0.33,1,7,185
Manhattan,Upper East Side,40.78165,-73.94825,Entire home/apt,2,30,0.62,1,0,127
Brooklyn,Bedford-Stuyvesant,40.69116,-73.96039,Entire home/apt,6,18,0.53,1,11,140
Brooklyn,Bedford-Stuyvesant,40.69023,-73.93063,Private room,1,5,2.46,8,27,54
Brooklyn,Bedford-Stuyvesant,40.68671,-73.93886,Entire home/apt,4,8,2.29,1,126,120
Brooklyn,Williamsburg,40.71026,-73.94744,Entire home/apt,3,43,1.36,1,5,145
Brooklyn,Bedford-Stuyvesant,40.68729,-73.95556,Private room,1,1,0.02,1,0,39
Manhattan,Washington Heights,40.83365,-73.94059,Entire home/apt,180,7,0.12,19,308,70
Queens,Sunnyside,40.74143,-73.9229,Entire home/apt,2,7,5.68,1,14,145
Brooklyn,Sheepshead Bay,40.60263,-73.94355,Private room,1,0,,1,363,200
Brooklyn,Bushwick,40.68996,-73.92046,Entire home/apt,7,38,0.94,1,355,113
Manhattan,Financial District,40.70335,-74.0086,Entire home/apt,29,0,,96,220,229
Manhattan,Murray Hill,40.74469,-73.97443,Entire home/apt,4,0,,1,0,125
Brooklyn,Crown Heights,40.6729,-73.96003,Entire home/apt,2,4,0.08,1,0,100
Manhattan,East Village,40.73296,-73.98884,Entire home/apt,2,0,,1,0,275
Brooklyn,Fort Greene,40.68934,-73.96959,Entire home/apt,2,3,2.37,1,79,209
Queens,Long Island City,40.74902,-73.94066,Private room,3,145,2.33,1,32,70
Manhattan,Upper East Side,40.77487,-73.95654,Entire home/apt,1,0,,1,0,123
Brooklyn,Clinton Hill,40.68147,-73.96488,Entire home/apt,2,88,1.53,2,82,139
Manhattan,Harlem,40.80705,-73.94452,Entire home/apt,3,157,2.46,3,38,175
Brooklyn,Williamsburg,40.7087,-73.94519,Private room,3,3,0.16,1,0,70
Manhattan,Upper West Side,40.79973,-73.9656,Private room,2,5,0.45,1,0,60
Manhattan,Upper East Side,40.78139,-73.95261,Shared room,1,1,0.02,1,0,175
Brooklyn,Bedford-Stuyvesant,40.68591,-73.9249,Entire home/apt,3,36,1.6,2,2,159
Brooklyn,Bedford-Stuyvesant,40.67782,-73.92326,Entire home/apt,3,15,4.33,1,175,125
Brooklyn,Bedford-Stuyvesant,40.68611,-73.92428,Private room,2,8,1.22,2,5,70
Manhattan,NoHo,40.72501,-73.99323,Entire home/apt,2,26,0.9,1,10,400
Queens,Ditmars Steinway,40.77281,-73.90295,Private room,1,3,0.13,8,129,60
Brooklyn,Fort Greene,40.69075,-73.97192,Entire home/apt,5,154,1.93,1,301,128
Manhattan,East Village,40.72454,-73.97573,Private room,3,2,0.11,1,0,80
Manhattan,Harlem,40.82172,-73.95618,Private room,1,4,4.0,3,209,60
Manhattan,East Village,40.72804,-73.98665,Entire home/apt,180,15,0.56,1,332,117
Brooklyn,Williamsburg,40.70658,-73.94413,Entire home/apt,1,2,0.05,1,0,100
Manhattan,East Village,40.73193,-73.98861,Entire home/apt,3,0,,1,0,200
Manhattan,Hell's Kitchen,40.76403,-73.98913,Shared room,1,7,4.04,6,363,75
Manhattan,Hell's Kitchen,40.76046,-73.99131,Entire home/apt,2,53,2.51,2,223,200
Brooklyn,Bay Ridge,40.63562,-74.0235,Entire home/apt,3,1,0.07,1,83,130
Manhattan,Midtown,40.75362,-73.97158,Private room,2,5,0.15,12,365,749
Manhattan,Upper East Side,40.78086,-73.95029,Entire home/apt,4,0,,1,0,130
Manhattan,Upper West Side,40.79416,-73.97044,Private room,1,26,1.04,2,0,95
Manhattan,Chelsea,40.74218,-73.99963,Entire home/apt,14,0,,1,0,350
Manhattan,Chelsea,40.75073,-73.99549,Private room,1,0,,1,365,300
Manhattan,Hell's Kitchen,40.75531,-73.99293,Private room,2,289,2.49,2,294,69
Brooklyn,Bushwick,40.70384,-73.92232,Private room,2,1,1.0,1,16,40
Manhattan,Upper West Side,40.78462,-73.97273,Entire home/apt,1,0,,1,0,150
Brooklyn,Greenpoint,40.72596,-73.94643,Entire home/apt,3,8,0.24,1,0,200
Manhattan,East Village,40.72749,-73.98994,Entire home/apt,1,2,0.52,1,63,250
Brooklyn,Greenpoint,40.72917,-73.95131,Entire home/apt,30,44,2.07,1,205,145
Brooklyn,Bedford-Stuyvesant,40.68135,-73.94718,Private room,2,1,0.05,1,0,28
Queens,Briarwood,40.71047,-73.81562,Private room,4,1,0.11,1,90,350
Brooklyn,Sunset Park,40.65976,-73.99191,Private room,2,0,,1,0,35
Manhattan,Murray Hill,40.74721,-73.97398,Private room,1,12,1.7,3,58,100
Brooklyn,Bedford-Stuyvesant,40.68577,-73.95179,Entire home/apt,3,1,0.02,1,0,100
Brooklyn,Clinton Hill,40.68464,-73.96151,Private room,6,1,0.31,1,17,40
Manhattan,Chinatown,40.71434,-73.99342,Private room,4,1,0.02,1,0,80
Manhattan,Upper East Side,40.77778,-73.94893,Entire home/apt,5,1,0.22,1,0,120
Brooklyn,Greenpoint,40.72198,-73.94992,Entire home/apt,2,41,5.44,2,76,180
Queens,Sunnyside,40.7439,-73.91409,Private room,1,1,0.81,3,302,55
Manhattan,Theater District,40.75597,-73.98395,Private room,1,0,,9,301,100
Manhattan,Kips Bay,40.7438,-73.9781,Private room,3,19,0.43,1,0,90
Manhattan,East Harlem,40.78845,-73.95484,Private room,1,1,0.09,1,0,1100
Brooklyn,Williamsburg,40.71049,-73.94515,Private room,1,1,0.02,1,0,40
Manhattan,Two Bridges,40.71257,-73.995,Entire home/apt,2,15,3.44,1,90,175
Manhattan,West Village,40.73612,-73.99978,Entire home/apt,1,39,1.43,1,177,395
Manhattan,Murray Hill,40.74896,-73.97472,Entire home/apt,2,5,0.91,327,111,228
Brooklyn,Bedford-Stuyvesant,40.69637,-73.93995,Private room,14,38,1.24,2,45,44
Manhattan,Chelsea,40.74583,-74.00451,Entire home/apt,4,30,0.82,1,48,175
Manhattan,Upper East Side,40.77829,-73.95093,Private room,5,5,0.66,4,272,150
Manhattan,Lower East Side,40.71436,-73.98856,Private room,1,6,0.77,2,151,80
Brooklyn,Bedford-Stuyvesant,40.68775,-73.9521,Private room,2,145,2.26,1,250,90
Brooklyn,Bushwick,40.68936,-73.90814,Private room,1,5,0.14,1,89,55
Manhattan,West Village,40.73039,-74.00223,Entire home/apt,4,0,,1,0,250
Manhattan,Tribeca,40.71773,-74.00601,Entire home/apt,2,4,0.16,1,0,195
Manhattan,Financial District,40.70624,-74.01076,Entire home/apt,2,8,1.85,327,341,194
Manhattan,East Village,40.72658,-73.97753,Entire home/apt,2,21,3.07,3,18,158
Brooklyn,Bedford-Stuyvesant,40.68988,-73.93136,Entire home/apt,5,42,1.27,1,52,85
Brooklyn,Williamsburg,40.7173,-73.9532,Entire home/apt,1,1,0.02,1,0,160
Brooklyn,Flatbush,40.65326,-73.95513,Entire home/apt,2,1,0.33,1,0,70
Brooklyn,Midwood,40.62518,-73.96316,Private room,2,2,0.09,2,0,65
Bronx,Fordham,40.86705,-73.88545,Shared room,7,10,0.16,1,365,55
Brooklyn,Prospect Heights,40.67919,-73.97191,Entire home/apt,4,0,,1,83,4000
Manhattan,Harlem,40.82186,-73.95672,Private room,7,11,0.18,2,0,60
Brooklyn,Brooklyn Heights,40.69271,-73.99365,Entire home/apt,4,5,0.06,1,0,135
Brooklyn,Kensington,40.64742,-73.97559,Entire home/apt,2,13,0.21,2,0,200
Manhattan,Financial District,40.70989,-74.00813,Private room,3,4,0.33,1,72,85
Brooklyn,Flatbush,40.65335,-73.96257,Entire home/apt,3,13,0.28,2,327,120
